STOCK_CODE,TOTAL_STOCK,INCOMING_QTY_AVAILABLE,DUE_DATE,DISCONTINUED
DIA-4031-OJK-347X276,0,0,,
DIA-4032-EKT-382X273,0,0,,
DIA-4033-OJK-347X275,0,0,,
DIA-4034-IK6-373X277,0,0,,
DIA-4035-OM4-365X274,0,0,,
DIA-4036-OJK-368X275,0,0,,
DIA-4037-OJK-380X275,0,0,,
DIA-4038-OJK-374X276,0,0,,
DIA-4039-OJK-370X276,0,0,,
DIA-4040-OJK-375X275,0,0,,
DIA-4041-EKT-370X270,0,0,,
DIM-420-BSH-230X160,0,0,,
DIM-420-BSH-290X200,0,0,,
DIM-420-BSH-300X80,34,0,,
DIM-420-BSH-330X240,17,0,,
DIM-420-BSH-400X300,6,0,,
DIM-420-BSH-400X80,39,0,,
DIM-420-MUL-230X160,37,0,,
DIM-420-MUL-290X200,33,0,,
DIM-420-MUL-300X80,6,0,,
DIM-420-MUL-330X240,10,0,,
DIM-420-MUL-400X300,6,0,,
DIM-420-MUL-400X80,4,0,,
DIM-421-AUB-230X160,41,0,,
DIM-421-AUB-290X200,26,0,,
DIM-421-AUB-300X80,22,0,,
DIM-421-AUB-330X240,19,0,,
DIM-421-AUB-400X300,13,0,,
DIM-421-AUB-400X80,21,0,,
DIM-421-BLU-230X160,35,0,,
DIM-421-BLU-290X200,31,0,,
DIM-421-BLU-300X80,20,0,,
DIM-421-BLU-330X240,24,0,,
DIM-421-BLU-400X300,17,0,,
DIM-421-BLU-400X80,21,0,,
DIM-422-BLU-230X160,28,0,,
DIM-422-BLU-290X200,38,0,,
DIM-422-BLU-300X80,15,0,,
DIM-422-BLU-330X240,17,0,,
DIM-422-BLU-400X300,12,0,,
DIM-422-BLU-400X80,14,0,,
DIM-422-VIO-230X160,29,0,,
DIM-422-VIO-290X200,22,0,,
DIM-422-VIO-300X80,21,0,,
DIM-422-VIO-330X240,13,0,,
DIM-422-VIO-400X300,12,0,,
DIM-422-VIO-400X80,20,0,,
DIM-423-MUL-230X160,14,0,,
DIM-423-MUL-290X200,28,0,,
DIM-423-MUL-300X80,23,0,,
DIM-423-MUL-330X240,14,0,,
DIM-423-MUL-400X300,14,0,,
DIM-423-MUL-400X80,3,0,,
DIM-424-GRY-230X160,31,0,,
DIM-424-GRY-290X200,24,0,,
DIM-424-GRY-300X80,17,0,,
DIM-424-GRY-330X240,16,0,,
DIM-424-GRY-400X300,11,0,,
DIM-424-GRY-400X80,16,0,,
DIM-424-YEL-230X160,20,0,,
DIM-424-YEL-290X200,14,0,,
DIM-424-YEL-300X80,18,0,,
DIM-424-YEL-330X240,8,0,,
DIM-424-YEL-400X300,13,0,,
DIM-424-YEL-400X80,12,0,,
DIM-425-BSH-230X160,47,0,,
DIM-425-BSH-290X200,25,0,,
DIM-425-BSH-300X80,43,2,,
DIM-425-BSH-330X240,81,0,,
DIM-425-BSH-400X300,24,0,,
DIM-425-BSH-400X80,29,1,,
DIM-426-BSH-230X160,0,0,,
DIM-426-BSH-290X200,0,0,,
DIM-426-BSH-300X80,0,0,,
DIM-426-BSH-330X240,0,0,,
DIM-426-BSH-400X300,0,0,,
DIM-426-BSH-400X80,0,0,,
DIM-426-PNK-230X160,20,0,,
DIM-426-PNK-290X200,12,0,,
DIM-426-PNK-300X80,17,0,,
DIM-426-PNK-330X240,9,0,,
DIM-426-PNK-400X300,11,0,,
DIM-426-PNK-400X80,19,0,,
DIM-426-TEA-230X160,44,0,,
DIM-426-TEA-290X200,35,0,,
DIM-426-TEA-300X80,20,0,,
DIM-426-TEA-330X240,20,0,,
DIM-426-TEA-400X300,21,0,,
DIM-426-TEA-400X80,15,0,,
DIM-427-GRY-230X160,18,0,,
DIM-427-GRY-290X200,31,0,,
DIM-427-GRY-300X80,19,0,,
DIM-427-GRY-330X240,20,0,,
DIM-427-GRY-400X300,15,0,,
DIM-427-GRY-400X80,19,0,,
DIM-428-BSH-230X160,11,0,,
DIM-428-BSH-290X200,24,0,,
DIM-428-BSH-300X80,14,0,,
DIM-428-BSH-330X240,31,0,,
DIM-428-BSH-400X300,13,0,,
DIM-428-BSH-400X80,16,0,,
DIS-170X120,0,0,,
DIS-177543-3 PIECES,0,0,,
DIS-2009855-58 PIECES,0,0,,
DIS-230X160-WOOL,0,0,,
DIS-AUBBU-100X100,0,0,,
DISC-170X120,0,0,,
DISC-200X140,0,0,,
DISC-230X160,0,0,,
DISC--230X160,0,0,,
DISC-290X200,0,0,,
DISC-300X200,0,0,,
DISC-300X80,0,0,,
DISC-330X240,0,0,,
DISC-536-BLUE-225X155,0,0,,
DISC-536-BROWN-225X155,0,0,,
DISC-536-GREEN-225X155,0,0,,
DISC-60X40,0,0,,
DISC-678-BEIGE-170X120,0,0,,
DISC-857-RUST/CH-170X12,0,0,,
DISC-90X60,0,0,,
DISCBCF,0,0,,
DISC-BCF-230X160,0,0,,
DISC-DHURY,0,0,,
DISC-ROYAL-150X80,0,0,,
DISC-ROYAL-230X160,0,0,,
DISC-ROYAL-300X200,0,0,,
DISC-SPLT-150X80,0,0,,
DISC-SPLT-170X120,0,0,,
DISC-TURK GOLD-150X80,0,0,,
DISC-TX-33-CARA-165X155,0,0,,
DISC-TX-33-CARA-225X155,0,0,,
DISC-TX-33-CARA-280X190,0,0,,
DISC-W/S-BE-170X120,0,0,,
DISC-W/S-BE-230X160,0,0,,
DISC-W/S-BRO-170X120,0,0,,
DISC-W/S-BRO230X160,0,0,,
DISC-W/S-GOLD-170X120,0,0,,
DISC-W/S-GOLD-230X160,0,0,,
DISC-W/S-RED-170X120,0,0,,
DISC-W/S-RED-230X160,0,0,,
DISC-WOOL-230X160,0,0,,
DIS-REPAIR,0,0,,
DOUBLE BACK-64-BEIGE-22,0,0,,Y
DOUBLE BACK-64-D.BLUE-2,0,0,,Y
DOUBLE BACK-64-D.BROWN-,0,0,,Y
DOUBLE BACK-93-BEIGE-22,0,0,,Y
DOUBLE BACK-93-D.BLUE-2,0,0,,Y
DOUBLE BACK-93-D.BROWN-,0,0,,Y
DOUBLE BACK-93-M.BLUE-2,0,0,,Y
DOUBLE BACK-93-M.BROWN-,0,0,,Y
DOUBLE BACK-93-TERRA-22,0,0,,Y
DR-10D-BLA-39X96,0,0,,
DR-10D-WHI-39X96,26,0,,
DR-5D-33X96,3,0,,
DR-5D-BLA-33X96,0,0,,
DRF-1741-NAV-230X160,30,0,,
DRF-1741-NAV-290X200,0,0,,
DRF-1741-NAV-330X240,14,0,,
DRF-1741-NAV-400X300,3,0,,
DRF-1742-AUB-230X160,20,0,,
DRF-1742-AUB-290X200,8,0,,
DRF-1742-AUB-330X240,24,0,,
DRF-1742-AUB-400X300,9,0,,
DRF-1742-BLU-230X160,5,0,,
DRF-1742-BLU-290X200,0,0,,
DRF-1742-BLU-330X240,0,0,,
DRF-1742-BLU-400X300,0,0,,
DRF-1743-GRY-230X160,33,0,,
DRF-1743-GRY-290X200,0,0,,
DRF-1743-GRY-330X240,6,0,,
DRF-1743-GRY-400X300,0,0,,
DRF-1743-GRY-480X250,0,0,,
DRF-1744-GLD-230X160,18,0,,
DRF-1744-GLD-290X200,0,0,,
DRF-1744-GLD-330X240,6,0,,
DRF-1744-GLD-400X300,4,0,,
DRM-851-MIDN-230X160,19,0,,
DRM-851-MIDN-290X200,34,0,,
DRM-851-MIDN-300X80,14,0,,
DRM-851-MIDN-330X240,15,0,,
DRM-851-MIDN-400X300,11,0,,
DRM-851-MIDN-400X80,9,0,,
DRM-852-CHAR-230X160,22,0,,
DRM-852-CHAR-290X200,32,0,,
DRM-852-CHAR-300X80,12,0,,
DRM-852-CHAR-330X240,7,0,,
DRM-852-CHAR-400X300,12,0,,
DRM-852-CHAR-400X80,13,0,,
DRM-853-RASP-230X160,31,0,,
DRM-853-RASP-290X200,25,0,,
DRM-853-RASP-300X80,28,1,,
DRM-853-RASP-330X240,13,0,,
DRM-853-RASP-400X300,12,0,,
DRM-853-RASP-400X80,31,0,,
DRM-854-CHAR-230X160,0,0,,
DRM-854-CHAR-290X200,6,0,,
DRM-854-CHAR-300X80,9,0,,
DRM-854-CHAR-330X240,24,0,,
DRM-854-CHAR-400X300,16,0,,
DRM-854-CHAR-400X80,10,0,,
DRM-855-TROP-230X160,27,0,,
DRM-855-TROP-290X200,49,0,,
DRM-855-TROP-300X80,28,0,,
DRM-855-TROP-330X240,2,0,,
DRM-855-TROP-400X300,10,0,,
DRM-855-TROP-400X80,18,0,,
DRM-856-BLUE-230X160,38,0,,
DRM-856-BLUE-290X200,34,0,,
DRM-856-BLUE-300X80,29,0,,
DRM-856-BLUE-330X240,27,0,,
DRM-856-BLUE-400X300,22,0,,
DRM-856-BLUE-400X80,47,0,,
DRM-857-PRIS-230X160,20,0,,
DRM-857-PRIS-290X200,19,0,,
DRM-857-PRIS-300X80,18,0,,
DRM-857-PRIS-330X240,15,0,,
DRM-857-PRIS-400X300,10,0,,
DRM-857-PRIS-400X80,17,0,,
DRM-858-SAGE-230X160,10,0,,
DRM-858-SAGE-290X200,23,0,,
DRM-858-SAGE-300X80,11,0,,
DRM-858-SAGE-330X240,5,0,,
DRM-858-SAGE-400X300,10,0,,
DRM-858-SAGE-400X80,13,0,,
DRM-859-MULT-230X160,44,0,,
DRM-859-MULT-290X200,6,0,,
DRM-859-MULT-300X80,14,0,,
DRM-859-MULT-330X240,10,0,,
DRM-859-MULT-400X300,8,0,,
DRM-859-MULT-400X80,11,0,,
DRM-860-RUST-230X160,15,0,,
DRM-860-RUST-290X200,30,0,,
DRM-860-RUST-300X80,13,0,,
DRM-860-RUST-330X240,17,0,,
DRM-860-RUST-400X300,8,0,,
DRM-860-RUST-400X80,2,0,,
DRM-860-STON-230X160,22,0,,
DRM-860-STON-290X200,6,0,,
DRM-860-STON-300X80,13,0,,
DRM-860-STON-330X240,13,0,,
DRM-860-STON-400X300,6,0,,
DRM-860-STON-400X80,10,0,,
DRM-861-SLAT-230X160,14,0,,
DRM-861-SLAT-290X200,9,0,,
DRM-861-SLAT-300X80,22,0,,
DRM-861-SLAT-330X240,11,0,,
DRM-861-SLAT-400X300,8,0,,
DRM-861-SLAT-400X80,16,0,,
DRM-862-INDI-230X160,18,0,,
DRM-862-INDI-290X200,30,0,,
DRM-862-INDI-300X80,33,0,,
DRM-862-INDI-330X240,23,0,,
DRM-862-INDI-400X300,15,0,,
DRM-862-INDI-400X80,8,0,,
DYN-1-BLACK-230X160,0,0,,
DYN-1-BLUE-230X160,0,0,,
DYN-1-BROWN-230X160,0,0,,
DYN-1-RED-230X160,0,0,,
DYN-2-CREAM-230X160,0,0,,
DYN-2-RED-230X160,0,0,,
DYN-3-BLACK-230X160,0,0,,
DYN-3-GREEN-230X160,0,0,,
DYN-3-RED-230X160,0,0,,
DYN-4-BLACK-230X160,0,0,,
DYN-4-CREAM-230X160,0,0,,
DYN-4-RED-230X160,0,0,,
ECO-BOU-BRO-160X110,15,0,,
ECO-BOU-BRO-220X150,36,0,,
ECO-BOU-BRO-270X180,10,0,,
ECO-BOU-BRO-300X80,18,0,,
ECO-BOU-BRO-30X30,33,0,,
ECO-BOU-BRO-400X80,16,0,,
ECO-BOU-CHA-160X110,18,0,,
ECO-BOU-CHA-220X150,26,0,,
ECO-BOU-CHA-270X180,16,0,,
ECO-BOU-CHA-300X80,9,0,,
ECO-BOU-CHA-30X30,35,0,,
ECO-BOU-CHA-400X80,12,0,,
ECO-BOU-GRE-160X110,31,0,,
ECO-BOU-GRE-220X150,36,0,,
ECO-BOU-GRE-270X180,26,0,,
ECO-BOU-GRE-300X80,50,0,,
ECO-BOU-GRE-30X30,40,0,,
ECO-BOU-GRE-400X80,78,0,,
ECO-BOU-MAR-160X110,70,0,,
ECO-BOU-MAR-220X150,29,0,,
ECO-BOU-MAR-270X180,13,0,,
ECO-BOU-MAR-300X80,53,0,,
ECO-BOU-MAR-30X30,34,0,,
ECO-BOU-MAR-350X300,0,0,,
ECO-BOU-MAR-400X80,10,0,,
ECO-BOU-SAN-160X110,31,0,,
ECO-BOU-SAN-220X150,46,0,,
ECO-BOU-SAN-270X180,26,0,,
ECO-BOU-SAN-300X80,67,0,,
ECO-BOU-SAN-30X30,36,0,,
ECO-BOU-SAN-400X80,34,0,,
ECO-HER-BRO-160X110,20,0,,
ECO-HER-BRO-220X150,105,0,,
ECO-HER-BRO-270X180,23,0,,
ECO-HER-BRO-300X80,7,0,,
ECO-HER-BRO-30X30,40,0,,
ECO-HER-BRO-400X80,14,0,,
ECO-HER-CHA-160X110,15,0,,
ECO-HER-CHA-220X150,17,0,,
ECO-HER-CHA-270X180,72,0,,
ECO-HER-CHA-300X80,13,0,,
ECO-HER-CHA-30X30,34,0,,
ECO-HER-CHA-400X80,36,0,,
ECO-HER-GRE-160X110,15,0,,
ECO-HER-GRE-200X150,0,0,,
ECO-HER-GRE-220X150,52,0,,
ECO-HER-GRE-270X180,60,0,,
ECO-HER-GRE-300X80,27,0,,
ECO-HER-GRE-30X30,37,0,,
ECO-HER-GRE-400X80,51,0,,
ECO-HER-MAR-160X110,25,0,,
ECO-HER-MAR-220X150,21,0,,
ECO-HER-MAR-270X180,15,0,,
ECO-HER-MAR-300X80,33,0,,
ECO-HER-MAR-30X30,37,0,,
ECO-HER-MAR-400X80,26,0,,
ECO-HER-SAN-160X110,0,0,,
ECO-HER-SAN-220X150,60,0,,
ECO-HER-SAN-270X180,0,0,,
ECO-HER-SAN-300X80,11,0,,
ECO-HER-SAN-30X30,28,0,,
ECO-HER-SAN-400X80,13,0,,
ECO-TIG- MAR-430X330,0,0,,
ECO-TIG-BRO-160X110,25,0,,
ECO-TIG-BRO-220X150,15,1,,
ECO-TIG-BRO-270X180,32,0,,
ECO-TIG-BRO-300X80,10,0,,
ECO-TIG-BRO-30X30,42,0,,
ECO-TIG-BRO-400X80,41,0,,
ECO-TIG-CHA-160X110,18,0,,
ECO-TIG-CHA-220X150,55,0,,
ECO-TIG-CHA-270X180,38,0,,
ECO-TIG-CHA-300X80,8,0,,
ECO-TIG-CHA-30X30,39,0,,
ECO-TIG-CHA-400X80,23,0,,
ECO-TIG-GRE-160X110,16,0,,
ECO-TIG-GRE-220X150,28,0,,
ECO-TIG-GRE-270X180,35,0,,
ECO-TIG-GRE-300X80,53,0,,
ECO-TIG-GRE-30X30,36,0,,
ECO-TIG-GRE-400X80,29,0,,
ECO-TIG-MAR-160X110,74,0,,
ECO-TIG-MAR-220X150,41,0,,
ECO-TIG-MAR-270X180,27,0,,
ECO-TIG-MAR-300X80,76,0,,
ECO-TIG-MAR-30X30,34,0,,
ECO-TIG-MAR-350X250,0,0,,
ECO-TIG-MAR-400X300,2,0,,
ECO-TIG-MAR-400X80,66,0,,
ECO-TIG-MAR-430X330,0,0,,
ECO-TIG-SAN-160X110,30,0,,
ECO-TIG-SAN-220X150,85,0,,
ECO-TIG-SAN-270X180,40,0,,
ECO-TIG-SAN-300X80,36,0,,
ECO-TIG-SAN-30X30,31,0,,
ECO-TIG-SAN-400X80,15,0,,
ELE-BONE-170X120,0,0,,Y
ELE-BONE-230X160,0,0,,Y
ELE-BONE-290X200,0,0,,Y
ELE-BONE-300X80,1,0,,Y
ELE-BONE-330X240,0,0,,Y
ELE-BONE-400X300,0,0,,Y
ELE-BONE-400X80,0,0,,Y
ELE-BROWN-170X120,0,0,,Y
ELE-BROWN-230X160,15,0,,Y
ELE-BROWN-290X200,2,0,,Y
ELE-BROWN-300X80,15,0,,Y
ELE-BROWN-330X240,7,0,,Y
ELE-BROWN-400X300,0,0,,Y
ELE-BROWN-400X80,23,0,,Y
ELE-MOSS-170X120,0,0,,Y
ELE-MOSS-230X160,0,0,,Y
ELE-MOSS-290X200,4,0,,Y
ELE-MOSS-300X80,24,0,,Y
ELE-MOSS-330X240,0,0,,Y
ELE-MOSS-400X300,0,0,,Y
ELE-MOSS-400X80,27,0,,Y
ELE-RUST-170X120,0,0,,Y
ELE-RUST-230X160,0,0,,Y
ELE-RUST-290X200,10,0,,Y
ELE-RUST-300X80,10,0,,Y
ELE-RUST-330X240,4,0,,Y
ELE-RUST-400X300,0,0,,Y
ELE-RUST-400X80,19,0,,Y
ELE-STONE-170X120,0,0,,Y
ELE-STONE-230X160,0,0,,Y
ELE-STONE-290X200,0,0,,Y
ELE-STONE-300X80,2,0,,Y
ELE-STONE-330X240,0,0,,Y
ELE-STONE-400X300,0,0,,Y
ELE-STONE-400X80,16,0,,Y
ELE-TEAL-170X120,0,0,,Y
ELE-TEAL-230X160,0,0,,Y
ELE-TEAL-290X200,0,0,,Y
ELE-TEAL-300X80,9,0,,Y
ELE-TEAL-330X240,0,0,,Y
ELE-TEAL-400X300,0,0,,Y
ELE-TEAL-400X80,7,0,,
EMP-ARK-BLA-1500X80,5,0,,Y
EMP-ARK-BLA-170X120,6,0,,Y
EMP-ARK-BLA-230X160,155,0,,Y
EMP-ARK-BLA-290X200,7,0,,Y
EMP-ARK-BLA-300X80,0,0,,Y
EMP-ARK-BLA-330X240,0,0,,Y
EMP-ARK-BLA-400X300,0,0,,Y
EMP-ARK-BLA-400X80,5,0,,Y
EMP-ARK-CRE-170X120,2,0,,Y
EMP-ARK-CRE-230X160,113,0,,Y
EMP-ARK-CRE-290X200,16,0,,Y
EMP-ARK-CRE-300X80,3,0,,Y
EMP-ARK-CRE-330X240,4,0,,Y
EMP-ARK-CRE-400X300,3,0,,Y
EMP-ARK-CRE-400X80,17,0,,Y
EMP-ARK-GREEN-170X120,4,0,,Y
EMP-ARK-GREEN-230X160,36,0,,Y
EMP-ARK-GREEN-290X200,17,0,,Y
EMP-ARK-GREEN-300X80,5,0,,Y
EMP-ARK-GREEN-330X240,9,0,,Y
EMP-ARK-GREEN-400X300,0,0,,Y
EMP-ARK-GREEN-400X80,12,0,,Y
EMP-ARK-RED-170X120,10,0,,Y
EMP-ARK-RED-230X160,261,0,,Y
EMP-ARK-RED-290X200,3,0,,Y
EMP-ARK-RED-300X80,13,0,,Y
EMP-ARK-RED-330X240,14,0,,Y
EMP-ARK-RED-400X300,3,0,,Y
EMP-ARK-RED-400X80,10,0,,Y
EMP-BUK-RED-1500X80,0,0,,Y
EMP-BUK-RED-170X120,7,0,,Y
EMP-BUK-RED-230X160,10,0,,Y
EMP-BUK-RED-290X200,5,0,,Y
EMP-BUK-RED-300X80,8,0,,Y
EMP-BUK-RED-330X240,7,0,,Y
EMP-BUK-RED-400X300,5,0,,Y
EMP-BUK-RED-400X80,11,0,,Y
EMP-DEN-BLA-170X120,8,0,,Y
EMP-DEN-BLA-230X160,66,0,,Y
EMP-DEN-BLA-290X200,14,0,,Y
EMP-DEN-BLA-300X80,0,0,,Y
EMP-DEN-BLA-330X240,8,0,,Y
EMP-DEN-BLA-400X80,4,0,,Y
EMP-DEN-BLU-170X120,0,0,,Y
EMP-DEN-BLU-230X160,15,0,,Y
EMP-DEN-BLU-290X200,8,0,,Y
EMP-DEN-BLU-300X80,7,0,,Y
EMP-DEN-BLU-330X240,1,0,,Y
EMP-DEN-BLU-400X300,0,0,,Y
EMP-DEN-BLU-400X80,5,0,,Y
EMP-DEN-CRE-170X120,5,0,,Y
EMP-DEN-CRE-230X160,21,0,,Y
EMP-DEN-CRE-290X200,12,0,,Y
EMP-DEN-CRE-300X80,10,0,,Y
EMP-DEN-CRE-330X240,4,0,,Y
EMP-DEN-CRE-400X80,5,0,,Y
EMP-DEN-DBR-170X120,0,0,,Y
EMP-DEN-DBR-230X160,51,0,,Y
EMP-DEN-DBR-290X200,10,0,,Y
EMP-DEN-DBR-300X80,4,0,,Y
EMP-DEN-DBR-330X240,0,0,,Y
EMP-DEN-DBR-400X80,11,0,,Y
EMP-DEN-GREEN-170X120,5,0,,Y
EMP-DEN-GREEN-230X160,43,0,,Y
EMP-DEN-GREEN-290X200,9,0,,Y
EMP-DEN-GREEN-300X80,7,0,,Y
EMP-DEN-GREEN-330X240,6,0,,Y
EMP-DEN-GREEN-400X80,8,0,,Y
EMP-DEN-RED-170X120,10,0,,Y
EMP-DEN-RED-230X160,14,0,,Y
EMP-DEN-RED-290X200,10,0,,Y
EMP-DEN-RED-300X80,9,0,,Y
EMP-DEN-RED-330X240,3,0,,Y
EMP-DEN-RED-400X80,1,0,,Y
EMP-GAR-RED-1500X80,2,0,,Y
EMP-GAR-RED-170X120,7,0,,Y
EMP-GAR-RED-230X160,10,0,,Y
EMP-GAR-RED-290X200,12,0,,Y
EMP-GAR-RED-300X80,6,0,,Y
EMP-GAR-RED-330X240,7,0,,Y
EMP-GAR-RED-400X300,6,0,,Y
EMP-GAR-RED-400X80,6,0,,Y
EMP-KAP-BLA-170X120,0,0,,Y
EMP-KAP-BLA-230X160,31,0,,Y
EMP-KAP-BLA-290X200,25,0,,Y
EMP-KAP-BLA-300X80,23,0,,Y
EMP-KAP-BLA-330X240,8,0,,Y
EMP-KAP-BLA-400X300,0,0,,Y
EMP-KAP-BLA-400X80,2,0,,Y
EMP-KAP-CRE-170X120,0,0,,Y
EMP-KAP-CRE-230X160,0,0,,Y
EMP-KAP-CRE-290X200,15,0,,Y
EMP-KAP-CRE-300X80,24,0,,Y
EMP-KAP-CRE-330X240,4,0,,Y
EMP-KAP-CRE-400X300,3,0,,Y
EMP-KAP-CRE-400X80,2,0,,Y
EMP-KAP-GREEN-170X120,2,0,,Y
EMP-KAP-GREEN-230X160,64,0,,Y
EMP-KAP-GREEN-290X200,18,0,,Y
EMP-KAP-GREEN-300X80,16,0,,Y
EMP-KAP-GREEN-330X240,5,0,,Y
EMP-KAP-GREEN-400X80,9,0,,Y
EMP-KAP-RED-170X120,0,0,,Y
EMP-KAP-RED-230X160,4,0,,Y
EMP-KAP-RED-290X200,19,0,,Y
EMP-KAP-RED-300X80,29,0,,Y
EMP-KAP-RED-330X240,10,0,,Y
EMP-KAP-RED-400X80,7,0,,Y
EMP-KAR-GREEN-400X80,0,0,,
EMP-YAN-BLA-170X120,22,0,,Y
EMP-YAN-BLA-230X160,32,0,,Y
EMP-YAN-BLA-290X200,10,0,,Y
EMP-YAN-BLA-300X80,25,0,,Y
EMP-YAN-BLA-330X240,0,0,,Y
EMP-YAN-BLA-400X80,13,0,,Y
EMP-YAN-BLU-170X120,0,0,,Y
EMP-YAN-BLU-230X160,14,0,,Y
EMP-YAN-BLU-290X200,13,0,,Y
EMP-YAN-BLU-300X80,11,0,,Y
EMP-YAN-BLU-330X240,0,0,,Y
EMP-YAN-BLU-400X80,15,0,,Y
EMP-YAN-CRE-170X120,10,0,,Y
EMP-YAN-CRE-230X160,34,0,,Y
EMP-YAN-CRE-290X200,17,0,,Y
EMP-YAN-CRE-300X80,5,0,,Y
EMP-YAN-CRE-330X240,6,0,,Y
EMP-YAN-CRE-400X80,12,0,,Y
EMP-YAN-DBR-170X120,0,0,,Y
EMP-YAN-DBR-230X160,33,0,,Y
EMP-YAN-DBR-290X200,0,0,,Y
EMP-YAN-DBR-300X80,0,0,,Y
EMP-YAN-DBR-330X240,0,0,,Y
EMP-YAN-DBR-400X80,11,0,,Y
EMP-YAN-RED-170X120,0,0,,Y
EMP-YAN-RED-230X160,182,0,,Y
EMP-YAN-RED-290X200,11,0,,Y
EMP-YAN-RED-300X80,11,0,,Y
EMP-YAN-RED-330X240,1,0,,Y
EMP-YAN-RED-400X80,7,0,,Y
ESC-120X20,39,0,,
ESC-BLACK-225X155,17,0,,
ESC-BLACK-280X190,16,0,,
ESC-BLACK-320X230,10,0,,
ESC-CHAR-225X155,38,0,,
ESC-CHAR-280X190,17,0,,
ESC-CHAR-320X230,18,0,,
ESC-DUCK-225X155,22,0,,
ESC-DUCK-280X190,24,0,,
ESC-DUCK-320X230,14,0,,
ESC-MULTI-225X155,22,0,,
ESC-MULTI-280X190,23,0,,
ESC-MULTI-320X230,21,1,,
ESC-SILVER-225X155,34,0,,
ESC-SILVER-280X190,25,11,30/10/2018,
ESC-SILVER-320X230,13,20,30/10/2018,
ETN-910-BLU-230X160,13,19,14/08/2018,
ETN-910-BLU-290X200,35,27,29/10/2018,
ETN-910-BLU-300X80,37,0,,
ETN-910-BLU-330X240,15,13,29/10/2018,
ETN-910-BLU-400X300,13,0,,
ETN-910-BLU-400X80,22,0,,
ETN-910-GRY-230X160,10,41,29/10/2018,
ETN-910-GRY-290X200,25,37,29/10/2018,
ETN-910-GRY-300X80,25,0,,
ETN-910-GRY-330X240,14,11,14/08/2018,
ETN-910-GRY-400X300,0,18,29/10/2018,
ETN-910-GRY-400X80,11,12,14/08/2018,
ETN-910-PNK-230X160,15,35,29/10/2018,
ETN-910-PNK-290X200,36,27,29/10/2018,
ETN-910-PNK-300X80,8,7,29/10/2018,
ETN-910-PNK-330X240,2,22,29/10/2018,
ETN-910-PNK-400X300,14,8,29/10/2018,
ETN-910-PNK-400X80,17,12,29/10/2018,
ETN-911-BON-230X160,35,0,,
ETN-911-BON-290X200,14,0,,
ETN-911-BON-300X80,22,1,,
ETN-911-BON-330X240,14,1,,
ETN-911-BON-400X300,3,12,29/10/2018,
ETN-911-BON-400X80,15,0,,
ETN-912-BLU-230X160,48,0,,
ETN-912-BLU-290X200,23,0,,
ETN-912-BLU-300X80,27,0,,
ETN-912-BLU-330X240,4,13,29/10/2018,
ETN-912-BLU-400X300,24,0,,
ETN-912-BLU-400X80,22,16,14/08/2018,
ETN-912-MAG-230X160,16,15,14/08/2018,
ETN-912-MAG-290X200,18,20,29/10/2018,
ETN-912-MAG-300X80,63,0,,
ETN-912-MAG-330X240,21,15,14/08/2018,
ETN-912-MAG-400X300,2,8,14/08/2018,
ETN-912-MAG-400X80,0,12,14/08/2018,
ETN-913-PIN-230X160,22,22,14/08/2018,
ETN-913-PIN-290X200,25,14,29/10/2018,
ETN-913-PIN-300X80,33,0,,
ETN-913-PIN-330X240,24,0,,
ETN-913-PIN-400X300,11,8,29/10/2018,
ETN-913-PIN-400X80,22,0,,
ETN-914-GRY-230X160,15,23,29/10/2018,
ETN-914-GRY-290X200,22,13,29/10/2018,
ETN-914-GRY-300X80,0,23,29/10/2018,
ETN-914-GRY-330X240,0,22,29/10/2018,
ETN-914-GRY-400X300,5,13,29/10/2018,
ETN-914-GRY-400X80,2,14,29/10/2018,
ETN-915-NAV-230X160,14,12,29/10/2018,
ETN-915-NAV-290X200,19,0,,
ETN-915-NAV-300X80,26,0,,
ETN-915-NAV-330X240,13,0,,
ETN-915-NAV-400X300,2,4,29/10/2018,
ETN-915-NAV-400X80,3,8,29/10/2018,
ETN-916-MUL-230X160,4,15,29/10/2018,
ETN-916-MUL-290X200,23,22,29/10/2018,
ETN-916-MUL-300X80,21,0,,
ETN-916-MUL-330X240,0,22,29/10/2018,
ETN-916-MUL-400X300,2,18,29/10/2018,
ETN-916-MUL-400X80,4,14,29/10/2018,
ETN-917-RST-230X160,77,13,29/10/2018,
ETN-917-RST-290X200,26,13,29/10/2018,
ETN-917-RST-300X80,15,19,14/08/2018,
ETN-917-RST-330X240,58,0,,
ETN-917-RST-400X300,14,12,29/10/2018,
ETN-917-RST-400X80,31,18,14/08/2018,
EVE-1610-IVO-225X155,23,106,20/08/2018,
EVE-1610-IVO-280X190,0,75,20/08/2018,
EVE-1610-IVO-320X230,0,49,20/08/2018,
EVE-1610-IVO-400X300,4,16,20/08/2018,
EVE-1620-IVO-225X155,0,126,20/08/2018,
EVE-1620-IVO-280X190,0,49,20/08/2018,
EVE-1620-IVO-320X230,0,36,20/08/2018,
EVE-1620-IVO-400X300,8,14,20/08/2018,
EVE-1630-IVO-225X155,36,131,20/08/2018,
EVE-1630-IVO-280X190,7,52,20/08/2018,
EVE-1630-IVO-320X230,14,38,20/08/2018,
EVE-1630-IVO-400X300,9,13,20/08/2018,
EVE-1640-IVO-225X155,13,30,20/08/2018,
EVE-1640-IVO-280X190,2,21,20/08/2018,
